accel_x,accel_y,accel_z
0.10960040858728569,0.12753076184435372,-0.2301837492256819
0.17276925390635722,-0.02586745965726844,-0.05588614536122745
0.1809883603418191,0.05900469793911662,0.3311565922741895
0.06835866607746245,0.18319199032570813,0.7411597213755201
-0.15597002509934663,0.07944250959659953,0.9433892581896384
-0.3755744677622189,-0.24017852806831966,0.8658195948209264
-0.4473832549645099,-0.4573999288041776,0.671296910058304
-0.3301312809729068,-0.31293781675612503,0.6075305706364778
-0.12126930662244377,0.07187482037459739,0.7615366575427291
0.04179084034026596,0.3337697172621469,0.9814982434258414
0.10465302873477444,0.3144086965547609,1.0669893548351694
0.11008911865081146,0.2488640687348342,1.0112289753902886
0.10868439049635716,0.42770902241725695,0.9863969600797822
0.09156221771950004,0.7427099544592272,1.0632349239833288
0.023579295851315445,0.7277846788938134,1.025111654933797
-0.08654875649113364,0.12669770672936295,0.586165122540495
-0.1866824903598099,-0.6679013409736311,-0.1710258644584479
-0.2517826258541497,-0.8912538000190975,-0.6879939622570485
-0.3177626623797039,-0.18364740564119938,-0.41712236486618604
-0.41760454808723885,0.9630731343902764,0.5368714624530231
-0.49839222555258117,1.6107301586725216,1.3592012270623492
-0.44146551119478017,1.2445734549595753,1.235455140032652
-0.18736007856608355,0.22859569661341664,0.15585798826870306
0.16949889719551464,-0.5795809508949435,-1.0364318659208032
0.43056634529092347,-0.6158741943324004,-1.4312706158305848
0.44563017798282595,-0.022482603349355635,-0.8647092662840866
0.22041916007157283,0.6175066546852849,0.051551984602133484
-0.10945413944016981,0.8424626386543964,0.6256772851010853
-0.38939099547148887,0.6131399639928578,0.705371493798582
-0.5344215051971086,0.18585361085298344,0.6173495426797337
-0.5454144295436443,-0.17762158384421006,0.6473629441526593
-0.4766635955608761,-0.361274655115792,0.7358794521103034
-0.3905246912358699,-0.364448097440184,0.6802458935811544
-0.3146139625780097,-0.2309883079931739,0.4775620141484649
-0.2216062195760832,-0.02805908778061668,0.33536421475313327
-0.06113768212960047,0.1594044101850502,0.37591582783130084
0.16713264697075803,0.2643138811566516,0.46447181990382874
0.37482057630144017,0.27573940166128985,0.39407417089153
0.44582800192605226,0.23233428033264455,0.16871890227830816
0.352851694617521,0.18175863793694594,0.006340100467602661
0.19856421247458964,0.1548132840446418,0.06689954942382965
0.11602868316991313,0.1668270629071418,0.26619943636787563
0.12790986078248398,0.21660105029383228,0.40137529120433924
0.1288945036660291,0.2741429715714085,0.39803575568596183
0.021142181148869517,0.29078197301549236,0.35510938182041973
-0.1526729109366171,0.24706818645410591,0.3657174101648106
