accel_x,accel_y,accel_z
0.6133126689148343,-0.26696196378979103,0.4920551074105419
1.630100930967318,-1.0174778491300005,1.0901342694125629
0.5886552346275318,-1.0211183714930934,0.13293884713573856
-0.4825955261784683,-1.7988029812019162,-0.05073332581945836
-0.19666126931762412,-2.2825829752911586,0.5676063642270575
1.2728293863098663,-2.1171563288700437,0.8789465545310127
1.1447025892268037,-1.1260739274615368,0.41064947599122126
0.5800758880658452,-0.71802549992158,0.0411669634700709
0.23528159155814776,-0.7087878709418133,0.2854934723334341
0.476516755085629,-0.9597346038869521,0.09642247431416755
0.1749764990927466,-0.4381332921684718,-0.000855474697700899
-0.14308419718088053,-0.7053216515105603,0.29478291518082256
-0.05350791725397903,-1.1053427870294454,0.25417178170970023
0.48140483743143525,-1.1207961416644023,0.1759455606035637
0.9711722907211479,-0.9117756521911484,0.14140241834465878
1.2681612997129101,-0.9739959022650604,0.3849249205694921
0.9044433838465316,-0.9150220513031692,0.3301197614764222
0.9813937752549139,-0.8586463496449398,0.5195357241762412
0.994053723290271,-0.9038667244524984,0.44773494515805
0.982177805935812,-0.8829745819358444,0.526040515364694
0.9119591132789465,-0.9342341775048305,0.4370753466278585
0.9056225629338086,-0.9367460048718368,0.7828404247386253
0.927177066658379,-0.6770292027510437,0.7272502615651547
1.0088556691758526,-0.9197875955321749,0.8267097057759575
0.9679293083895917,-0.8702722012548432,0.6316004515976048
1.1468540651861807,-1.0419682264037957,0.5570836592180264
1.005598546690061,-0.9909529159340736,0.771149434377595
1.0781318616068718,-0.9104118172111532,0.6805733244641026
0.9283599670814999,-0.9704000619447289,1.0650588978850197
0.668363141553771,-0.992400937713498,1.0352658719762595
0.8596409119948041,-1.0681077656597107,0.8057729779508133
1.1722263503422603,-0.9235830512209335,0.9879587547386739
1.4577734314843747,-0.7759107180926481,0.7406774646720112
1.7634606711380618,-0.8745611322387523,0.7474068004669473
1.796988416292818,-0.6758306560845568,0.7177661567925099
1.3006596787861224,-1.1437948769739188,0.6564265222918679
